position,team_title,points,points_h,points_a,goals_per90_h,goals_per90_a,against_per90_h,against_per90_a,xG_per90_h,xG_per90_a,xGa_per90_h,xGa_per90_a,points_pvalue,goals_for_pvalue,goals_against_pvalue,xG_for_pvalue,xG_against_pvalue
1,Inter,91.0,52.0,39.0,2.789473684210526,1.894736842105263,0.9473684210526315,0.8947368421052632,2.004829,2.118637,1.152203842105263,0.9842591315789475,0.04368435641114016,0.047375745410301866,0.85694002933905,0.7154612833131596,0.5017288508035891
2,AC_Milan,79.0,30.0,49.0,1.631578947368421,2.263157894736842,1.263157894736842,0.8947368421052632,1.9962276315789473,1.9536316315789473,1.291087789473684,1.279337105263158,0.012335937889629755,0.14065066900166717,0.28538111987543757,0.8887365166767445,0.9620131321861666
3,Juventus,78.0,44.0,34.0,2.1052631578947367,1.9473684210526316,0.9473684210526315,1.0526315789473684,2.360530157894737,2.035638736842105,0.9584320736842106,1.0589701578947368,0.1906915563659169,0.7054422154864246,0.6651269879865986,0.3229731632676266,0.5896376202687088
4,Atalanta,78.0,39.0,39.0,2.5789473684210527,2.1578947368421053,1.263157894736842,1.2105263157894737,2.2522794736842107,2.0638783684210527,1.091027863157895,1.010977947368421,1.0,0.4393498009832376,0.882616703217256,0.5683158606825932,0.7414683110454741
5,Napoli,77.0,40.0,37.0,2.6315789473684212,1.894736842105263,1.0526315789473684,1.105263157894737,1.9707952631578947,1.9754895263157894,0.9857587368421052,1.2184966315789474,0.7187905828934575,0.16448558588306186,0.8851109908622853,0.9885727283636512,0.30262866640124675
6,Lazio,68.0,42.0,26.0,1.894736842105263,1.3157894736842106,1.2105263157894737,1.6842105263157894,1.7238582105263158,1.365520894736842,1.1637027368421053,1.4069718947368421,0.062407942707232315,0.1383173617623496,0.2854201370902508,0.1795122141901802,0.18538363575865335
7,Roma,63.0,43.0,20.0,2.210526315789474,1.368421052631579,0.9473684210526315,1.9473684210526316,2.184773,1.610424947368421,1.1008393789473685,1.548102105263158,0.0038906808193400005,0.08164851337250499,0.011248577317276503,0.09236468403419582,0.1676817032866773
8,Sassuolo,62.0,29.0,33.0,1.631578947368421,1.736842105263158,1.4210526315789473,1.5263157894736843,1.6934782315789476,1.549145,1.3328819947368424,1.5526104736842108,0.6251597377537704,0.7759924414671336,0.7874755804970441,0.5875889335383075,0.3374135041640983
9,Sampdoria,52.0,30.0,22.0,1.6842105263157894,1.0526315789473684,1.368421052631579,1.4736842105263157,1.2425617368421054,1.2153885789473684,1.5866597368421054,1.4988966842105265,0.3553428545062348,0.04317506218484079,0.7686893421789122,0.8962509387410953,0.6903859552553071
10,Verona,43.0,22.0,21.0,1.0526315789473684,1.2105263157894737,1.2105263157894737,1.3157894736842106,1.4550297894736843,1.0696104736842105,1.2592336315789472,1.501388,0.8956661811673441,0.597869940431025,0.7114671923628761,0.07695804432071837,0.30271668859211853
11,Genoa,42.0,22.0,20.0,1.5263157894736843,0.9473684210526315,1.5789473684210527,1.4736842105263157,1.2335802526315789,0.9091623684210526,1.6018825789473685,1.6971824210526314,0.7953012618916999,0.07331317139142042,0.813868787151949,0.10801646388832575,0.740252755222508
12,Bologna,41.0,26.0,15.0,1.736842105263158,0.9473684210526315,1.736842105263158,1.6842105263157894,1.5636776315789473,1.4643975789473684,1.8891220526315788,1.6683142631578949,0.15222598245917898,0.04340263363656409,0.9005295063460041,0.702571939499175,0.5267502150681022
13,Fiorentina,40.0,24.0,16.0,1.3157894736842106,1.1578947368421053,1.3157894736842106,1.7894736842105263,1.3328981052631577,1.0987046842105264,1.5383019473684212,1.7260825263157897,0.27911341438230636,0.6779099931204909,0.27805248443858555,0.29710344430926394,0.5034833269622632
14,Udinese,40.0,19.0,21.0,0.7368421052631579,1.4736842105263157,1.0,2.0526315789473686,1.2061338947368423,1.332600310526316,1.1234576842105264,1.8437874421052631,0.7993515257557451,0.025968249355006814,0.009807118977007376,0.6045125304777155,0.016986538524798842
15,Spezia,39.0,22.0,17.0,1.4736842105263157,1.263157894736842,1.736842105263158,2.0526315789473686,1.3222186157894735,1.198768,1.6116615789473683,2.103363210526316,0.505344237380721,0.5229372680516586,0.4427969914673585,0.6141631991196826,0.10870324932056122
16,Torino,37.0,18.0,19.0,1.3157894736842106,1.3157894736842106,1.894736842105263,1.736842105263158,1.3750019473684212,1.235555842105263,1.6050452631578949,1.7749814736842107,0.8827595587809569,1.0,0.761892897083204,0.5550234377321732,0.618979100514909
17,Cagliari,37.0,19.0,18.0,1.1578947368421053,1.105263157894737,1.6842105263157894,1.4210526315789473,1.1919534210526317,1.2081012842105265,1.6746207894736842,1.7602824736842109,0.8962639809096725,0.8916239943008756,0.49883459124057683,0.939974409781173,0.8022404745109675
18,Benevento,33.0,13.0,20.0,1.0,1.105263157894737,2.0526315789473686,1.894736842105263,1.1402822631578946,0.8940862105263158,1.7391166842105263,1.9701825263157893,0.31684478131763416,0.7140863695426685,0.7583662057080185,0.2746964065699413,0.4830638568530581
19,Crotone,23.0,17.0,6.0,1.2105263157894737,1.1578947368421053,1.8421052631578947,3.0,1.0692022631578944,1.0171285789473685,1.871429947368421,2.206606105263158,0.10679371674422115,0.9004423039217222,0.012626973860410335,0.8138468267344502,0.2938039394223984
20,Parma_Calcio_1913,20.0,11.0,9.0,0.8421052631578947,1.2105263157894737,2.0526315789473686,2.3157894736842106,1.2725195789473684,0.9895660315789475,1.7289697368421053,1.7810378947368422,0.7119967812696038,0.2615828749254289,0.5234619333500332,0.272262570750141,0.8534603471737163
