position,team_title,points,points_h,points_a,goals_per90_h,goals_per90_a,against_per90_h,against_per90_a,xG_per90_h,xG_per90_a,xGa_per90_h,xGa_per90_a,points_pvalue,goals_for_pvalue,goals_against_pvalue,xG_for_pvalue,xG_against_pvalue
1,Paris_Saint_Germain,76.0,33.0,43.0,2.4705882352941178,2.2941176470588234,1.2941176470588236,0.6470588235294118,2.0194670588235293,2.267702352941176,0.8842817647058823,1.8045711764705883,0.11169772782160374,0.7135781068739786,0.04213172827545075,0.32017007098318,7.227678209825143e-05
2,Monaco,67.0,33.0,34.0,1.7647058823529411,2.235294117647059,0.8235294117647058,1.6470588235294117,1.8840394117647057,1.9430038235294116,1.038131294117647,1.6835544705882355,0.8966864592057506,0.2903868382292395,0.044938806578884175,0.8531800217037124,0.015089643588451052
3,Brest,61.0,31.0,30.0,1.4705882352941178,1.6470588235294117,0.8235294117647058,1.1764705882352942,1.826848705882353,1.2290687058823528,0.8935499411764707,1.499517294117647,0.8953410543466332,0.7143555194309874,0.39170137232939795,0.07425835648786912,0.01753668967901594
4,Lille,59.0,37.0,22.0,2.0,1.0588235294117647,0.8235294117647058,1.1764705882352942,2.1318119411764704,1.1224606470588236,1.0129438235294117,1.3736701176470587,0.039593834547276295,0.0027821872505302456,0.39170137232939783,0.0002524421446736896,0.0940705966875542
5,Nice,55.0,31.0,24.0,1.2352941176470589,1.1176470588235294,0.6470588235294118,1.0588235294117647,1.7559004705882355,1.4684882352941178,1.0046587058823528,1.142057294117647,0.36489659206723424,0.7290172907169671,0.23019122096040523,0.1602091127784849,0.5407290495790729
6,Lyon,53.0,25.0,28.0,1.4705882352941178,1.411764705882353,1.7058823529411764,1.5294117647058822,1.9142815294117648,1.337493294117647,1.593222117647059,1.6443777058823532,0.7227459807328872,0.8850945405897932,0.7135781068739788,0.05839358404135524,0.8740395094237751
7,Lens,51.0,31.0,20.0,1.588235294117647,1.0588235294117647,1.0588235294117647,1.1176470588235294,2.3065033529411765,1.345398529411765,1.292027588235294,1.6172820588235293,0.15965737527815957,0.13869028708255204,0.8800964990228892,0.010434808068616207,0.21381843557688215
8,Marseille,50.0,36.0,14.0,1.8235294117647058,1.2352941176470589,0.7647058823529411,1.6470588235294117,2.131533588235294,1.3999039411764704,0.8530043529411764,1.359738294117647,0.0020028936957541964,0.2022484025472192,0.004710613903572429,0.02751292476252259,0.012468711216412595
9,Reims,47.0,27.0,20.0,1.1176470588235294,1.3529411764705883,1.0588235294117647,1.7058823529411764,1.4579412352941175,1.3643761176470588,1.3296427647058824,1.6083025294117645,0.38158360750869613,0.4104316444492321,0.08675153023522679,0.6592285219819968,0.15833850362115803
10,Rennes,46.0,25.0,21.0,2.0,1.1176470588235294,1.5294117647058822,1.1764705882352942,2.0527975882352942,1.2414944705882351,1.2643200588235297,1.3348454117647057,0.6053598792479149,0.04732136172658952,0.33053372162134453,0.016453922416938133,0.7801766798566747
11,Toulouse,43.0,16.0,27.0,1.2352941176470589,1.2352941176470589,1.4705882352941178,1.2352941176470589,1.412956882352941,1.224995176470588,1.1289027058823529,1.7686807058823528,0.14511304056282384,1.0,0.4630323578034041,0.40857933140558933,0.017200186545
12,Montpellier,42.0,18.0,24.0,1.1764705882352942,1.3529411764705883,1.3529411764705883,1.4705882352941178,1.7873039411764704,1.1905366470588232,1.3977735294117646,1.9456001764705884,0.4121024298108169,0.6415733206026952,0.8039979491997716,0.01941836135505138,0.12199476625028333
13,Strasbourg,39.0,24.0,15.0,1.2941176470588236,0.9411764705882353,1.3529411764705883,1.588235294117647,1.4408925294117647,1.0704213529411766,1.3918452352941177,1.6213041176470586,0.23431666084324757,0.247995633623415,0.4976571771840457,0.13963684753828698,0.3009641360994221
14,Nantes,33.0,12.0,21.0,1.0,0.7647058823529411,1.7647058823529411,1.4705882352941178,1.2341488235294116,1.0859439999999996,1.9075231764705884,1.6491165882352938,0.23741263094396362,0.5283633320928606,0.4946171769935396,0.46493467584622283,0.46847510575408524
15,Le_Havre,32.0,20.0,12.0,1.0588235294117647,0.9411764705882353,1.1176470588235294,1.5294117647058822,1.4729457647058823,0.8243122352941176,1.3640951764705884,1.8890810588235296,0.23988034104531394,0.7714889655167636,0.20857628575379458,0.0012584056095863475,0.07971815635563487
16,Metz,29.0,12.0,17.0,1.0,1.0588235294117647,1.588235294117647,1.8235294117647058,0.9745278823529413,1.0471844117647056,1.3389065294117646,2.1238042352941178,0.5040618906490875,0.8580276324164688,0.6094978835475311,0.715829539063402,0.027529772850444306
17,Lorient,29.0,16.0,13.0,1.5294117647058822,1.0,1.7647058823529411,2.1176470588235294,1.3638622352941177,0.9278457647058824,1.5857535294117648,2.0025589411764706,0.6707118684072197,0.26104598496727005,0.4375649275030462,0.15836016481226933,0.16406573379408979
18,Clermont_Foot,25.0,14.0,11.0,0.8235294117647058,0.7058823529411765,1.588235294117647,1.9411764705882353,1.2361651176470587,0.8631668823529411,1.6732142941176473,2.3358658823529415,0.6325870417058919,0.7162717122474359,0.4823457579687954,0.05404293794509847,0.07217691754822055
