team_title,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
Alaves,542,34444,25,37.363509519957006,24,32.73779446259141,373,297,75,1,22,32.16056620236486,121.11052794987336,76.56668342929333
Almeria,569,35803,39,45.60623316653073,22,31.375965362414718,444,315,82,5,37,44.11967788077891,122.0686696190387,67.5654820529744
Athletic_Club,606,37462,59,61.85285511147231,41,43.05152268707752,463,355,73,5,56,58.13659497629851,182.5972709050402,106.40958312340081
Atletico_Madrid,591,37075,68,71.0653680684045,48,53.166540164500475,478,353,81,5,64,67.34897991735488,259.56087133288383,165.1280980501324
Barcelona,575,37468,76,82.31432226207107,55,61.359122371301055,587,452,84,2,70,77.11137889232486,311.71688926033676,213.7630487717688
Cadiz,618,38223,26,38.026025977451354,17,27.33593979012221,410,300,110,7,22,35.79619308793917,93.81681392574683,51.48875520611182
Celta_Vigo,585,37529,45,57.089706026017666,35,43.25462818983942,471,367,60,4,42,53.373317778110504,181.71857580542564,117.21457965765148
Getafe,596,38254,42,50.19898306718096,28,30.30731258308515,457,327,121,9,36,44.99603965273127,107.23245034180582,51.259741673246026
Girona,522,33855,72,70.16041432507336,59,55.886383428703994,447,353,67,1,65,64.95747097022831,265.17622871650383,187.07276701601222
Granada,597,37454,34,42.872023195493966,27,32.24320713849738,397,282,93,4,29,36.92580240825191,108.34651731560007,61.99562209285796
Las_Palmas,586,36839,31,33.924505026079714,22,23.453930292278528,376,277,77,4,30,31.694672123529017,97.3674581721425,61.14305434562266
Mallorca,596,37123,33,41.403860941529274,27,30.70666974131018,410,304,95,2,32,39.17415602132678,94.22362205199897,50.045742662623525
Osasuna,576,36605,43,44.29064420610666,29,31.797523780260235,397,281,69,3,39,40.5742561230436,116.86857302486897,72.29665560182184
Rayo_Vallecano,604,37526,29,47.078416728414595,12,28.38292798632756,490,314,98,5,23,42.61875097732991,115.05456870235503,64.81202890817076
Real_Betis,550,36455,44,49.21481990488246,31,39.404245011508465,446,362,82,2,42,47.72826461540535,152.03570873197168,92.44348932709545
Real_Madrid,582,37609,85,82.60352120734751,65,61.36028831079602,597,476,65,3,83,78.8871331308037,313.2624829299748,220.65196242183447
Real_Sociedad,580,36472,48,50.02787006832659,35,32.58666720427573,458,310,94,2,44,47.05475966818631,135.12220962159336,79.62533846776932
Sevilla,586,37640,46,54.67140100384131,30,39.94359718170017,489,361,106,4,44,53.1848457553424,151.5578643232584,89.79454810079187
Valencia,579,36099,39,45.27399037964642,24,29.231920949183404,367,262,56,4,31,38.58461965620518,125.97337416838855,75.50980797689408
Villarreal,596,37355,64,60.55927708745003,47,43.875084694474936,466,366,100,7,59,55.356333788484335,185.8764588292688,116.51252981461585
