,id,side,result,goals_for,goals_against,xG_for,xG_against
0,14176,a,3,3,2,2.9032,2.40801
1,14189,h,3,4,1,2.52339,1.17311
2,15163,a,0,1,2,0.769689,3.57344
3,15167,h,0,0,1,0.877373,1.84829
4,15183,a,1,1,1,0.870978,0.229596
5,15193,h,0,1,3,1.49329,3.66229
6,15201,a,0,1,2,2.63695,2.65255
7,15205,h,1,3,3,1.75486,1.45618
8,15218,a,1,1,1,1.1082,1.78391
9,15222,h,3,3,1,1.45954,0.793064
10,15233,a,0,1,4,1.67451,2.12151
11,15246,h,0,0,1,0.752599,0.476324
12,15249,a,3,2,1,2.28754,2.12823
13,15259,h,0,1,3,1.14476,2.08
14,15271,a,0,0,4,1.84328,2.13307
15,15277,h,1,0,0,0.655307,0.596397
16,15288,a,3,3,0,1.07527,1.33502
17,15295,h,3,3,0,2.66263,2.28505
18,15302,a,0,1,4,1.87397,1.94572
19,15313,h,0,1,3,0.637718,1.26357
20,15321,a,1,2,2,2.19249,1.19058
21,15330,h,3,4,0,2.66057,0.109963
22,15343,a,1,1,1,1.53526,0.958613
23,15353,h,3,2,1,0.989132,1.82597
24,15364,a,0,0,2,0.97511,1.03802
25,15366,h,0,1,2,1.05065,3.20297
26,15382,a,0,1,2,0.754596,0.560474
27,15384,h,1,0,0,0.0916581,0.32178
28,15393,a,1,0,0,0.179248,1.43967
29,15403,h,3,3,2,2.31017,0.8843
30,15414,a,1,1,1,1.55721,1.31762
31,15421,h,3,4,2,1.53696,0.816991
32,15436,a,1,1,1,1.57706,1.65894
33,15439,h,3,2,1,1.90885,1.60949
