position,team_title,points,points_h,points_a,goals_per90_h,goals_per90_a,against_per90_h,against_per90_a,xG_per90_h,xG_per90_a,xGa_per90_h,xGa_per90_a,points_pvalue,goals_for_pvalue,goals_against_pvalue,xG_for_pvalue,xG_against_pvalue
1,Bayern_Munich,78.0,43.0,35.0,3.764705882352941,2.0588235294117645,1.2352941176470589,1.3529411764705883,2.7074959411764707,1.7591164117647058,1.0883515882352939,1.1983156470588237,0.2353361269887759,0.0025722309286509574,0.757871157746988,0.017010410792167037,0.5594253627128467
2,RasenBallsport_Leipzig,65.0,37.0,28.0,1.7058823529411764,1.8235294117647058,0.7647058823529411,1.1176470588235294,2.1519219411764703,1.7976634705882353,0.8467577058823529,0.8730584117647058,0.2363842656993121,0.76099374874199,0.33133981645550803,0.1958792513498143,0.9012165469973139
3,Borussia_Dortmund,64.0,35.0,29.0,2.3529411764705883,2.0588235294117645,1.1764705882352942,1.5294117647058822,2.266983176470588,1.789021705882353,1.0733744176470588,1.2465883529411763,0.46681603141575345,0.4532955898136597,0.4370772734591528,0.17432424821020667,0.509954005283883
4,Wolfsburg,61.0,34.0,27.0,1.8823529411764706,1.7058823529411764,0.9411764705882353,1.2352941176470589,1.6012520000000003,1.4337054705882353,1.1979259411764704,1.105587,0.3539169999300249,0.6812495510001237,0.45963626329332385,0.47270710141438743,0.6685026716003254
5,Eintracht_Frankfurt,60.0,37.0,23.0,2.176470588235294,1.8823529411764706,1.1764705882352942,1.9411764705882353,1.845298705882353,1.7150142941176472,0.9953856470588235,1.8124620588235292,0.04973939857276248,0.48995308350472233,0.06458035177125307,0.6524998199470892,0.005052660155534285
6,Bayer_Leverkusen,52.0,29.0,23.0,2.0,1.1176470588235294,1.2941176470588236,1.0,1.6425744117647059,1.1383525882352943,1.3860206470588234,0.9909325941176471,0.43998468531848123,0.07775596651139671,0.3621453730085499,0.09435495080840828,0.09426625505153254
7,Union_Berlin,50.0,32.0,18.0,1.8823529411764706,1.0588235294117647,1.0588235294117647,1.4705882352941178,1.4329658823529412,1.272987117647059,0.9676332352941176,1.5915906470588235,0.04577878255314651,0.036476227226684844,0.28603804598939525,0.5395645031717737,0.10254579816905394
8,Borussia_M.Gladbach,49.0,28.0,21.0,1.8823529411764706,1.8823529411764706,1.1176470588235294,2.176470588235294,1.5773940588235296,1.6055054117647058,1.037680882352941,1.5924947647058822,0.3664215826137981,1.0,0.017148540816590414,0.929491447147986,0.052924398239687295
9,Freiburg,45.0,27.0,18.0,1.9411764705882353,1.1176470588235294,1.3529411764705883,1.7058823529411764,1.5876909411764706,1.066066,1.4429789999999998,1.673361705882353,0.24799563362341515,0.07561729012354988,0.38358130531547374,0.0981425243858117,0.42188359126009867
10,VfB_Stuttgart,45.0,21.0,24.0,1.588235294117647,1.7058823529411764,1.5294117647058822,1.7058823529411764,1.4384099411764706,1.6309001176470588,1.5408615882352943,1.6234191764705883,0.7028577943045966,0.7999333566328224,0.6764844667296017,0.5191087265007284,0.807906101786876
11,Hoffenheim,43.0,27.0,16.0,1.8823529411764706,1.1764705882352942,1.411764705882353,1.7647058823529411,1.4417327705882355,1.5185035882352942,1.435631705882353,1.6749984117647059,0.14511304056282384,0.1034375845533488,0.3929231900675906,0.7676050700941808,0.44425153788658545
12,Mainz_05,39.0,16.0,23.0,0.9411764705882353,1.3529411764705883,1.5294117647058822,1.7647058823529411,1.5104879411764704,1.3401321176470589,1.509646411764706,1.5608755294117649,0.3571096386444327,0.23019122096040512,0.5843020625027211,0.5948868459999166,0.8686395879320641
13,Augsburg,36.0,22.0,14.0,1.2352941176470589,0.8823529411764706,1.4705882352941178,1.7058823529411764,1.0408793529411766,1.077617176470588,1.6900129411764704,1.6715553529411764,0.30745108567382556,0.28637338437443455,0.5860762587602666,0.8343816036242636,0.9577899930554714
14,Arminia_Bielefeld,35.0,20.0,15.0,0.7647058823529411,0.7647058823529411,1.3529411764705883,1.7058823529411764,0.9214544705882352,0.910291882352941,1.625088705882353,1.8444362941176473,0.50693724191723,1.0,0.5182951555116861,0.9626294914270264,0.513345096195679
15,Hertha_Berlin,35.0,20.0,15.0,1.2352941176470589,1.1764705882352942,1.5294117647058822,1.5294117647058822,1.3640409647058824,1.030902594117647,1.206787705882353,1.539877705882353,0.48078355093475245,0.8889736209090457,1.0,0.14960319921019333,0.2792388432910495
16,FC_Cologne,33.0,14.0,19.0,1.1764705882352942,0.8235294117647058,1.8235294117647058,1.7058823529411764,1.161963529411765,1.1697223529411767,1.519927411764706,1.608424905882353,0.4899530835047219,0.270443154802647,0.8069337707252052,0.9743678811011593,0.7644541492837581
17,Werder_Bremen,31.0,14.0,17.0,0.9411764705882353,1.1764705882352942,1.6470588235294117,1.7058823529411764,0.8573119411764705,1.0550504705882353,1.4948029411764707,1.6639617058823528,0.665451211387811,0.47946323945945035,0.9052711048843898,0.34108926251102745,0.5858509291291027
18,Schalke_04,16.0,12.0,4.0,0.8235294117647058,0.6470588235294118,2.0,3.0588235294117645,0.9406682352941177,0.6863773529411765,1.9380616470588232,2.21858594117647,0.12737954860565082,0.6325870417058919,0.07332426362388589,0.25716116287256446,0.3809678167549947
