position,team_title,points,points_h,points_a,goals_per90_h,goals_per90_a,against_per90_h,against_per90_a,xG_per90_h,xG_per90_a,xGa_per90_h,xGa_per90_a,points_pvalue,goals_for_pvalue,goals_against_pvalue,xG_for_pvalue,xG_against_pvalue
1,Atletico_Madrid,86.0,48.0,38.0,2.1578947368421053,1.368421052631579,0.5789473684210527,0.7368421052631579,1.743412,1.2915324210526318,0.9142179473684211,0.9630972631578947,0.15427531986373613,0.07839250518899138,0.4994235495033007,0.07776597421349991,0.7885449960201345
2,Real_Madrid,84.0,42.0,42.0,1.736842105263158,1.7894736842105263,0.6842105263157895,0.7894736842105263,1.573757894736842,1.8510208947368423,0.8618930105263158,1.1749811052631578,1.0,0.8877041977369868,0.7114671923628764,0.3304261819944858,0.11672358517915617
3,Barcelona,79.0,38.0,41.0,2.3157894736842106,2.1578947368421053,1.0526315789473684,0.9473684210526315,2.381586684210526,2.0372856842105262,1.1226860526315792,1.031602052631579,0.7049387203663561,0.7582274170833248,0.732332350626919,0.3089780714316344,0.6931548120578295
4,Sevilla,77.0,43.0,34.0,1.4210526315789473,1.368421052631579,0.5789473684210527,1.1578947368421053,1.4904548421052632,1.4496477894736841,0.8441477894736842,0.9629205263157895,0.2764746774705272,0.8829018940558871,0.07116745276506647,0.876073429013291,0.5080523094483953
5,Real_Sociedad,62.0,33.0,29.0,1.7894736842105263,1.3157894736842106,1.105263157894737,0.8947368421052632,1.8943447894736842,1.429087210526316,0.9578633263157894,1.0839863578947369,0.6251597377537704,0.24637708394121727,0.5837282743749315,0.20854269573853848,0.6854988941753091
6,Real_Betis,61.0,35.0,26.0,1.4210526315789473,1.2105263157894737,1.105263157894737,1.5263157894736843,1.3704935789473685,1.2489513157894736,1.1878575263157893,1.3128155263157895,0.27687001391566485,0.5072749779042383,0.33883803775188504,0.6577594447024535,0.6980363294267944
7,Villarreal,58.0,30.0,28.0,1.5263157894736843,1.631578947368421,1.2105263157894737,1.105263157894737,1.6476291052631578,1.3973955000000002,1.0519262789473685,1.2465250526315788,0.8019791418200743,0.7982708031478076,0.7506255384925081,0.4138692813083963,0.48550962643914164
8,Celta_Vigo,53.0,30.0,23.0,1.5789473684210527,1.3157894736842106,1.5789473684210527,1.4210526315789473,1.631366052631579,1.0698318947368421,1.3067417894736841,1.3412634210526317,0.3918125949366009,0.5148552454258577,0.7066897730077724,0.06096814170925511,0.8936228524186469
9,Granada,46.0,31.0,15.0,1.3157894736842106,1.1578947368421053,1.3157894736842106,2.1052631578947367,1.1306109473684212,1.0299725263157893,1.140028789473684,2.0081352105263157,0.05485608654831573,0.6010212252487872,0.089281124367246,0.5800669569805479,0.005171253897126226
10,Athletic_Club,46.0,30.0,16.0,1.5263157894736843,0.8947368421052632,1.0,1.2105263157894737,1.3942214210526316,0.8723094210526314,0.8233767105263158,1.2010142105263157,0.06477160029169772,0.10905545744839402,0.4426918531929024,0.01604744859769045,0.08351678387706
11,Cadiz,44.0,20.0,24.0,0.8947368421052632,1.0,1.5789473684210527,1.4736842105263157,0.9563522,0.9752089473684211,1.406354052631579,1.6942546421052633,0.6142352729539842,0.7037325051759046,0.8165211066195377,0.9267668604524895,0.41622568565491136
12,Osasuna,44.0,26.0,18.0,1.105263157894737,0.8421052631578947,1.2105263157894737,1.3157894736842106,1.0765451578947367,1.0080744842105265,1.2979764210526317,1.3246413157894736,0.3107858591889365,0.4115779086349568,0.7689625718514845,0.7725584523258661,0.9269087065726112
13,Valencia,43.0,31.0,12.0,1.7894736842105263,0.8421052631578947,1.2105263157894737,1.5789473684210527,1.349244210526316,0.855453442105263,1.5184424736842106,1.4124876842105263,0.008996094294369116,0.0071167739226876674,0.2199716417370175,0.030209304180202606,0.7234728477023695
14,Levante,41.0,24.0,17.0,1.4210526315789473,1.0,1.5789473684210527,1.4210526315789473,1.1871185789473684,0.9669338421052631,1.3505055789473686,1.5509812631578948,0.33917911235521725,0.21835909268414902,0.644021195257833,0.32973665296492116,0.5202889211226219
15,Alaves,38.0,24.0,14.0,1.105263157894737,0.7894736842105263,1.3157894736842106,1.6842105263157894,1.1691852105263159,0.889419210526316,1.2257701157894736,1.4872332631578948,0.18290319535346417,0.2849417710398354,0.3857371267603892,0.20335476454821674,0.31667572442644076
16,Getafe,38.0,24.0,14.0,0.7894736842105263,0.6842105263157895,0.6842105263157895,1.5789473684210527,0.9589081052631578,0.9159649263157895,0.8232484736842105,1.3032137368421055,0.18290319535346417,0.7449504605797754,0.034562424908454674,0.8589147272615247,0.045067608782886404
17,Elche,36.0,23.0,13.0,0.9473684210526315,0.8421052631578947,1.2105263157894737,1.6842105263157894,0.8682662736842105,0.7319602894736842,1.6138121052631578,1.6300383157894738,0.16543171770152948,0.6902142394549884,0.14886050204030993,0.45369411828811534,0.9525438318374881
18,SD_Huesca,34.0,22.0,12.0,0.8947368421052632,0.8947368421052632,1.105263157894737,1.6842105263157894,1.0433361578947369,0.955391842105263,1.1935298421052631,1.3662333157894737,0.1461901024525503,1.0,0.1383173617623496,0.7002703902257167,0.5571340439260029
