position,team_title,points,points_h,points_a,goals_per90_h,goals_per90_a,against_per90_h,against_per90_a,xG_per90_h,xG_per90_a,xGa_per90_h,xGa_per90_a,points_pvalue,goals_for_pvalue,goals_against_pvalue,xG_for_pvalue,xG_against_pvalue
1,Manchester_City,86.0,41.0,45.0,2.263157894736842,2.1052631578947367,0.8947368421052632,0.7894736842105263,2.212693263157895,1.8775813684210525,0.8029173473684211,0.8083076052631579,0.5959026460111128,0.7451540421187733,0.7779551978777242,0.19666685759175678,0.9817405627841783
2,Manchester_United,74.0,31.0,43.0,2.0,1.8421052631578947,1.4736842105263157,0.8421052631578947,1.757219789473684,1.5676347894736842,1.1842113157894736,1.0219991578947367,0.11437510205752315,0.7917763526548917,0.13145850943464932,0.5740330541692633,0.5187423513544804
3,Liverpool,69.0,33.0,36.0,1.5263157894736843,2.0526315789473686,1.0526315789473684,1.1578947368421053,1.840578842105263,1.959816842105263,1.2083274210526316,1.2813877368421052,0.7161311618226591,0.2827955333768006,0.8140112602883984,0.6516130714558774,0.7755287546117917
4,Chelsea,67.0,33.0,34.0,1.631578947368421,1.4210526315789473,0.9473684210526315,0.9473684210526315,1.937992263157895,1.675460052631579,0.8268186842105264,0.7997321052631579,0.9029627680509832,0.6154963280707471,1.0,0.42176576594594106,0.898980064258948
5,Leicester,66.0,28.0,38.0,1.7894736842105263,1.7894736842105263,1.5789473684210527,1.0526315789473684,1.5501472631578948,1.5445956842105264,1.3599009842105263,1.117206,0.24810697553946132,1.0,0.17538799410828207,0.9849763442806612,0.38920572222438965
6,West_Ham,65.0,34.0,31.0,1.6842105263157894,1.5789473684210527,1.1578947368421053,1.3157894736842106,1.4744094736842108,1.7012889999999998,1.3412465789473682,1.2830734210526316,0.7245112369131594,0.7819604105281976,0.6496424934641496,0.42625317182923705,0.7776076498409413
7,Tottenham,62.0,33.0,29.0,1.8421052631578947,1.736842105263158,1.0526315789473684,1.3157894736842106,1.6439436842105264,1.3390183684210526,1.234185052631579,1.5316812631578947,0.6407096508631365,0.8291573190884144,0.44120951631281224,0.30265556031901475,0.2062113501101523
8,Arsenal,61.0,28.0,33.0,1.263157894736842,1.631578947368421,1.105263157894737,0.9473684210526315,1.2171487368421052,1.5327134210526316,1.205654157894737,1.0697292631578947,0.565571697195727,0.39300683335324915,0.612926212239965,0.2469399250916135,0.5848327044243822
9,Leeds,59.0,29.0,30.0,1.4736842105263157,1.7894736842105263,1.105263157894737,1.736842105263158,1.741717052631579,1.3771586315789475,1.2920351578947369,2.024909947368421,0.9113548348658774,0.5069093619795639,0.19843545443027305,0.17690796162669145,0.02301614365285517
10,Everton,59.0,22.0,37.0,1.263157894736842,1.2105263157894737,1.4736842105263157,1.0526315789473684,1.3495214736842105,1.2419057894736842,1.3446636842105264,1.2955553157894737,0.07515254651448014,0.8900118341251867,0.2669407691318322,0.6950447582431373,0.8409449573657602
